Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background,Original Media Link,,,,,,,
2016,6,24,,,,,,24 June 2016,Co-Chairs urge sides to act on agreements,"The Co-Chairs of the OSCE Minsk Group call on the sides to honour the agreements which were reflected in the Joint Statements of the 16 May summit in Vienna and the 20 June summit in St. Petersburg. ""We will continue our engagement with the sides to advance all of these outcomes from the last two meetings between the presidents"", they said in a statement.",,,,,,,#003e51,,,,,,,,
2016,7,4,,,,,,4 July 2016,Lavrov meets Armenian FM,Russian Foreign Minister Sergey Lavrov held talks on the Nagorno-Karabakh peace process on the sidelines of the CSTO meeting with Armenian Foreign Minister Edward Nalbandian in Yerevan.,,,,,,,#003e51,,,,,,,,
2016,7,7,,2016,7,9,,7-9 July 2016,Aliyev and Sargsyan attend NATO summit in Warsaw ,"The Armenian and Azerbaijani presidents held a flurry of meetings on the sidelines of a NATO summit in Warsaw, including talks with U.S. Secretary of State John Kerry, French President François Hollande and the OSCE Minsk Group Co-Chairs.    ",,,,,,,#003e51,,,,,,,,
2016,7,12,,,,,,12 July 2016,Lavrov meets Azerbaijani FM in Baku,Russian Foreign Minsiter Sergey Lavrov met with his counterpart in Baku and stressed the importance of the recent summits between the Armenian and Azerbaijani presidents to the peace process. ,,,,,,,#003e51,,,,,,,,
2016,7,17,,2016,7,31,,17-31 July 2016,Armed men seized Armenian police station,"Armed men seized a police station and hostages in Yerevan on July 17, killing one police officer. They demanded that Armenians take to the streets to secure the release of jailed opposition activist and Nagorno-Karabakh war veteran Jirair Sefilian. Armenian police violently dispersed protesters marching on July 29 toward the seized police station. After a two-week standoff with the police, the group surrendered on July 31.",https://icg-prod.s3.amazonaws.com/NKVE_2016_Jul_17-31.jpg,Wiki Commons,,https://icg-prod.s3.amazonaws.com/NKVE_2016_Jul_17-31.jpg,,,#003e51,,,,,,,,
2016,8,8,,2016,8,10,,8 August 2016,Russia urged both sides to seek compromise,"Russian President Vladimir Putin called on both sides to do more to find a compromise in a meeting with Azerbaijani President Ilham Aliyev in Baku on August 8. ""Both states should feel that they have solved this complicated issue for today's sake and for future generations"", he said. Two days later, Putin met with Armenian President Serzh Sargsyan.",,,,,,,#003e51,,,,,,,,
2016,9,13,,,,,,13 September 2016,Sargsyan names Karapetyan PM,"Armenian President Serzh Sargsyan named former Gazprom executive and Yerevan mayor Karen Karapetyan prime minister, a week after the abrupt resignation of his predecessor.",,,,,,,#003e51,,,,,,,,
2016,9,21,,,,,,21 September 2016,Armenia parades advanced missile systems,"Armenia showcased its Iskander short-range ballistic missiles (SRBM), 9K58 Smerch 300 mm multiple-rocket launcher systems (MRLS) and Buk surface-to-air missile (SAM) system in a show of force on Independence Day.",https://icg-prod.s3.amazonaws.com/NKVE_2016_Sep_21.jpg,Office to the President of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2016_Sep_21.jpg,,,#003e51,,,,,,,,
2016,9,22,,2016,9,23,,22-23 September 2016,"At UN, Armenian and Azerbaijani FMs trade accusations","The Foreign Ministers of Azerbaijan and Armenia traded accusations at the 71st Session of the UN General Assembly. Both ministers also met separately with the OSCE Minsk Group Co-Chairs in New York to continue discussions on a settlement of the Nagorno-Karabakh conflict. “We paid special attention to implementation of decisions taken at the recent summits"", the Co-Chairs said in a statement. ""We discussed further steps that could create an atmosphere for advancing substantial negotiations that could lead to a settlement"".",,,,,,,#003e51,,,,,,,,
2016,9,26,,,,,,26 September 2016,Azerbaijan holds referendum to extend president's term ,"Azerbaijan held a referendum extending the presidential term from five to seven years, scrapping an age limit on the presidency and creating a new role of vice president. European democracy watchdog said it would hand Azerbaijani President Ilham Aliyev unprecedented power.",,,,,,,#003e51,,,,,,,,
2016,10,3,,,,,,3 October 2016,Armenia names new defence minister,"Armenian President Serzh Sargsyan named a new defence minister, Vigen Sargsyan, and armed forces chief of staff, Movses Hakopian, in a shake up following four days of fighting on the front lines in April.",,,,,,,#003e51,,,,,,,,
2016,10,7,,,,,,7 October 2016,Aliyev claims growing international support,"President Ilham Aliyev touted what he said was Azerbaijan's growing clout on the world stage after the Organisation of Islamic Cooperation backed its position on Nagorno-Karabakh and it was awarded the chairmanship of the Non-Aligned Movement, created during the Cold War for nations who did not want to be aligned either with the Soviet Union or the U.S. ""This year, our international position has been strengthened"", he said. ""This is our great diplomatic and political success"". ",,,,,,,#003e51,,,,,,,,
2016,10,23,,2016,10,25,,23-25 October 2016,Co-Chairs tour region,"The OSCE Minsk Group Co-Chairs met with authorities in Azerbaijan, Armenia and de facto authorities in Nagorno-Karabakh on a tour of the region. ""The purpose of the Co-Chairs' visit was to discuss the situation after the unprecedented violence last April, and to clarify positions on the negotiation process"", they said in a statement. ""The Co-Chairs underscored that respect for the ceasefire provides a critical foundation for ongoing negotiations"".",,,,,,,#003e51,,,,,,,,
2016,10,29,,,,,,29 October 2016,Armenian defence minister promotes new military ideology,"Armenian Defence Minister Vigen Sargsyan introduced a new ""nation-army"" ideology that seeks to integrate all walks of life into the defence of the country. ""Every citizen has a role to play"", he said.",,,,,,,#003e51,,,,,,,,
2016,11,3,,,,,,3 November 2016,New de-facto NK security chief named,De-facto President Bako Sahakyan dismissed Victor Kocharyan from the post of the Nagorno-Karabakh Security Council secretary and appointed an opposition politician Vitaly Balasanyan to replace him. ,,,,,,,#003e51,,,,,,,,
2016,12,3,2016,12,10,2016,,3-10 December 2016,Aliyev and Sargsyan visit front lines,"In a show of force, Azerbaijani President Ilham Aliyev and Armenian President Serzh Sargsyan each visited the conflict's front lines ahead of a meeting of their foreign ministers.",https://icg-prod.s3.amazonaws.com/NKVE_2016_Dec_3-10.jpg,Office to the President of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2016_Dec_3-10.jpg,,,#003e51,,,,,,,,
2016,12,8,,,,,,8 December 2016,Co-Chair Countries urge sides to act on summit agreements ,"The OSCE Minsk Group Co-Chair countries – Foreign Minister of the Russian Federation Sergey Lavrov, Secretary of State of the U.S. John Kerry, and Foreign Minister of France Jean-Marc Ayrault – called on Baku and Yerevan to honor the agreements reached during their May and June summits. ""We urge the parties to remove all remaining obstacles to expanding the mission of the Personal Representative of the OSCE Chairperson-in-Office and to make progress on a proposal to establish an OSCE investigative mechanism"", they said in a statement. ",,,,,,,#003e51,,,,,,,,
2016,12,8,,,,,,8 December 2016,Lavrov meets Armenian FM,Russian Foreign Minister Sergey Lavrov met with his Armenian counterpart Edward Nalbandian to discuss steps to advance the peace process. ,,,,,,,#003e51,,,,,,,,
2016,12,12,,2016,12,14,,12-14 December 2016,French Co-Chair visits Baku and Yerevan,"The newly appointed French Co-Chair of the OSCE Minsk Group, Stéphane Visconti met with Azerbaijani President Ilham Aliyev in Baku and with Armenian Foreign Minister Edward Nalbandian in Yerevan on his first official visit to the region. ",,,,,,,#003e51,,,,,,,,
2017,1,9,,,,,,9 January 2017,Co-Chairs urge stability along front lines,"After the December 2016 special operations along the Armenian-Azerbaijani border, the Organization for Security and Co-operation in Europe (OSCE) Minsk Co-Chairs urged the sides to stabilise the situation on the ground. They called on the Armenian and Azerbaijani leaders to observe the post-April 2016 agreements, including finalising as soon as possible a discussion on the implementation of an ""investigative mechanism"", a new tool for monitoring of the situation along the front lines.",,,,,,,#003e51,,,,,,,,
2017,1,24,,,,,,24 January 2017,Lavrov meets Azerbajani FM in Moscow,Azerbaijani and Russian Foreign Ministers met to discuss the situation in the Nagorno-Karabakh conflict zone.,https://icg-prod.s3.amazonaws.com/NKVE_2017_Jan_24.jpg,Foreign Ministry of Russia,,https://icg-prod.s3.amazonaws.com/NKVE_2017_Jan_24.jpg,,,#003e51,,,,,,,,
2017,1,27,,,,,,27 January 2017,Azerbaijan blocks extension of OSCE office in Yerevan,"The OSCE Permanent Council failed to extend the mandate of the OSCE Yerevan office. According to the Armenian Foreign Ministry, Azerbaijan was the only country to vote against the extension.",,,,,,,#003e51,,,,,,,,
2017,2,7,,,,,,7 February 2017,"Belarus detains blogger, extradites him to Baku for visiting NK","Belarus complied wtih Azerbajan's extradition request for Russian-Israeli blogger, Alexander Lapshin. Lapshin was detained in Minsk in December 2016 at Azerbaijan’s request for visiting the Nagorno-Karabakh conflict zone without Baku’s clearance. ",,,,,,,#003e51,,,,,,,,
2017,2,17,,,,,,17 February 2017,"Co-Chairs urge FMs to prepare ""for peace not war""","The OSCE Minsk Group Co-Chairs met with Armenia and Azerbaijan's foreign ministers to discuss recent clashes along the front lines, calling on all sides to exercise restraint and to ""prepare their population for peace and not for war"".",,,,,,,#003e51,,,,,,,,
2017,2,20,,,,,,20 February 2017,"Sargsyan questions peace talks, calls for stronger army","Armenian President Serzh Sargsyan said he saw ""no reason to believe"" a breakthrough was possible in the Nagorno-Karabakh peace process. ""Under such circumstances, the military balance between Armenia and Azerbaijan is the only way to maintain stability and fragile peace"", he said.",,,,,,,#003e51,,,,,,,,
2017,2,20,,,,,,20 February 2017,NK de facto president gains more power in referendum,"Residents in Nagorno-Karbakh voted in a constitutional referendum that will strengthen the de facto president's power, after a transitional period through spring 2020.",,,,,,,#003e51,,,,,,,,
2017,2,22,,,,,,22 February 2017,Mehriban Aliyeva  becomes Azerbaijan's first vice president,"Mehriban Aliyeva, the wife of President Ilham Aliyev, was appointed as first vice president of Azerbaijan, becoming next in line for office should he be unable to serve. The new role was among the constitutional amendments approved in a referendum in September 2016.",https://icg-prod.s3.amazonaws.com/NKVE_2017_Feb_22.jpg,Wiki Commons,,https://icg-prod.s3.amazonaws.com/NKVE_2017_Feb_22.jpg,,,#003e51,,,,,,,,
2017,2,26,,,,,,26 February 2017,Co-Chairs condemn violence along LoC,"In response to reported special operations along the Line of Contact, the OSCE Minsk Group Co-Chairs called upon parties to keep heavy military equipment, which had been moved closer to the Line of Contact, in their current positions to allow for the recovery of dead troops stranded in no-man’s land.",,,,,,,#003e51,,,,,,,,
2017,3,6,,,,,,6 March 2017,Sargsyan receives Russian security chief Patrushev,Armenian President Serzh Sargsyan and Russian Secretary of the National Security Council Nikolai Patrushev discussed the ongoing Nagorno-Karabakh peace process.,https://icg-prod.s3.amazonaws.com/NKVE_2017_Mar_6.jpg,Office to the President of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2017_Mar_6.jpg,,,#003e51,,,,,,,,
2017,3,6,,,,,,6 March 2017,Lavrov: Armenia and Azerbaijan still far apart on key issues in peace talks,"Russian Foreign Minister Sergey Lavrov said Armenia and Azerbaijan were still unable to agree on ""two or three issues that are of key importance for the package of solutions"". ""To be honest, we are still far away from the conflicting parties coordinating their approaches to these outstanding issues”, Lavrov said at a joint press conference with his Azerbaijani counterpart.",,,,,,,#003e51,,,,,,,,
2017,3,8,,2017,3,14,,8-14 March 2017,France's Hollande hosts Armenian and Azerbaijani leaders,"French President met Armenian President Serzh Sargsyan on 8 March, and Azerbaijani President Ilham Aliyev on 14 March. Both meetings took place in Paris.",,,,,,,#003e51,,,,,,,,
2017,3,15,,,,,,15 March 2017,Putin meets Armenian leader,President Vladimir Putin promised Russia's continued support in search of a mutually acceptable solution to the Nagorno-Karabakh conflict at a meeting with Armenian President Serzh Sargsyan.,,,,,,,#003e51,,,,,,,,
2017,3,24,,,,,,24 March 2017,U.S. Co-Chair visits Yerevan,U.S. Co-Chair of the OSCE Minsk Group Richard E. Hoagland met Armenian Foreign Minister Edward Nalbandian to discuss conditions for the advancement of the negotiation process.,,,,,,,#003e51,,,,,,,,
2017,3,25,,,,,,25 March 2017,Sargsyan attends military exercise in NK,Armenian President Serzh Sargsyan attended military training exercises in Nagorno-Karabakh with de-facto President Bako Sahakian. Azerbaijan released a statement condemning Sargsyan’s visit.,,,,,,,#003e51,,,,,,,,
2017,3,11,,2017,3,28,,11-28 March 2017,Co-Chairs tour the region,"The OSCE Minsk Group Co-Chairs travelled to Baku (March 11), Yerevan (March 27) and Nagorno-Karabakh (March 28) for meetings in which they urged all sides to respect the ceasefire, particularly over the Novruz and Easter holidays.",,,,,,,#003e51,,,,,,,,
2017,3,31,,,,,,31 March 2017,Aliyev: Azerbajan will not accept the status quo over NK,"At a meeting with Azerbaijani servicemen, President Ilham Aliyev claimed that fighting in April demonstrated Baku's position of strength in any future conflict over Nagorno-Karabakh and warned outside actors against supporting Armenia in the conflict. ""April battles showed that Armenia cannot and will not be able to keep our lands under occupation without outside assistance"", Aliyev said. ""No international organization or country can interfere in our internal affairs"".",,,,,,,#003e51,,,,,,,,
2017,4,2,,,,,,2 April 2017,Armenia holds parliamentary elections,"The ruling Republican Party of Armenia won elections, criticised by international observers for irregularities. The elections were the first national polls held under the new political system.",,,,,,,#003e51,,,,,,,,
2017,4,14,,,,,,14 April 2017,"Armenian official named to head Russia-lead military alliance
","Yuri Khachaturov was named the new head of the Collective Security Treaty Organization, which provides the framework for much of Russia’s security commitments to Armenia.",,,,,,,#003e51,,,,,,,,
2017,4,20,,,,,,20 April 2017,President Sargsyan calls for national unity around army,"Armenian President Serzh Sargsyan called on the Armenian nation to unite around the army, endorsing an idea promoted by the country's defence minister since 2016. The ""nation-army"" concept is an ideology that sought to integrate all walks of life into the defence of the country.",https://icg-prod.s3.amazonaws.com/NKVE_2017_Apr_20.jpg,Office to the President of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2017_Apr_20.jpg,,,#003e51,,,,,,,,
2017,4,28,,,,,,28 April 2017,FMs meet to discuss the 2016 accords,"Foreign Ministers of Russia, Azerbaijan and Armenia met in Moscow to discuss the possible implementation of the 2016 agreements. ",,,,,,,#003e51,,,,,,,,
2017,5,7,,,,,,7 May 2017,Azerbaijan rocked by spy scandal,"Azerbaijan arrested a group of security officials, including in the state security service, the defense ministry, and the interior ministry, on charges of spying for Armenia. ",,,,,,,#003e51,,,,,,,,
2017,5,18,,,,,,18 May 2017,Co-Chairs condemn escalation of violence on front line,"The OSCE Minsk Group Co-Chairs condemned the recent esalation of violence, including the use of heavy weaponry, on the front lines and called upon both sides to show restraint. ",,,,,,,#003e51,,,,,,,,
2017,5,18,,,,,,18 May 2017,Sargsyan: time is ticking to resolve the NK conflict,"Armenian President Sargsyan opened the first session of parliament by saying Azerbaijan was not the only party interested in settling the conflict. Armenia is also disatisfied with the status-quo. ""Time is ticking and realities changing for both sides"", he said.",,,,,,,#003e51,,,,,,,,
2017,6,14,,,,,,14 June 2017,Azerbaijan opens a settlment in Jojug Merjanli ,"Azerbajani President Ilham Aliyev attended the opening of a newly-built village located close to the Line of Contact. The settlement of Jojug Merjanli was founded after the Azerbaijani army took control of a mountain nearby, which allowed it to guarantee the security of the new residents, mainly IDPs displaced during the 1992-1994 war.",,,,,,,#003e51,,,,,,,,
2017,6,10,,2017,6,19,,10-19 June 2017,Co-Chairs tour the region,"The OSCE Minsk Group Co-Chairs called for restraint on all sides to avoid further escalation. They met with Armenian President Serzh Sargsyan in Yerevan (10 June) and with Azerbaijani President Ilham Aliyev in Baku (19 June). The Co-Chairs then traveled to Nagorno-Karabakh (12 June) to meet with de facto authorities, and visited a number of territories around Nagorno-Karabakh. ",,,,,,,#003e51,,,,,,,,
2017,7,5,,,,,,5 July 2017,Co-Chairs condemn civilian casualties,"The OSCE Minsk Group Co-Chairs condemned civilian casualties at Alkhanli village of Fizuli region overnight on July 4 and called for urgent talks. ""Violence only begets further violence and accomplishes nothing"", they said in a statement.",,,,,,,#003e51,,,,,,,,
2017,7,9,,,,,,9 July 2017,Aliyev meets Tillerson,U.S. Secretary of State Rex Tillerson met with Azerbaijan's President Ilham Aliyev in Istanbul to discuss the Nagorno-Karabakh peace process.,https://icg-prod.s3.amazonaws.com/NKVE_2017_Jul_9.JPG,Office to the President of Azerbaijan,,https://icg-prod.s3.amazonaws.com/NKVE_2017_Jul_9.JPG,,,#003e51,,,,,,,,
2017,7,11,,2017,7,12,,11-12 July 2017,"Armenia and Azerbaijan trade accusations of ""atrocities"" against civilians","Armenian Foreign Minister Edward Nalbandian accused Azerbaijan of ""atrocities"" against civilians during the April 2016 escalation. ""Azerbaijan unleashed a large scale aggression against Nagorno-Karabakh that was accompanied by the grave violations of international humanitarian law, atrocities against the civilian population"", he said in his speech to the OSCE Informal Ministerial Meeting on July 11. Azerbaijani President Ilham Aliyev accused Armenia of abuses against civilians in Alkhanli village in Fizuli district on 4 April. ""This is a military crime. This is the manifestation of Armenian fascism"", he said on July 12.  ""This is an unprecedented atrocity"".",,,,,,,#003e51,,,,,,,,
2017,7,11,,,,,,11 July 2017,Armenian and Azerbaijani FMs meet in Brussels,Azerbaijani Foreign Minister Elmar Mammadyarov and Armenian Foreign Minister Edward Nalbandian agreed  at a meeting in Brussels to study a proposal by the OSCE Minsk Group Co-Chairs for a high-level meeting of their presidents over Nagorno-Karabakh.,,,,,,,#003e51,,,,,,,,
2017,7,13,,,,,,13 July 2017,EU's top rights court investigates detention of two Azerbaijanis in NK,"European Court of Human Rights launched an investigation into the case of two Azerbaijani prisoners in Nagorno Karabakh. In 2014, Dilgam Asgarov and Shahbaz Guliyev were arrested inside the conflict zone for killing a local boy. Another person travelling with them was killed in a shooting with local police. All three of them were ethnic Azerbaijanis, who entered Nagorno-Karabakh from the mountains and travelled deep into the Kelbajar region.",,,,,,,#003e51,,,,,,,,
2017,7,19,,,,,,19 July 2017,NK re-elects de facto president,"Bako Sahakyan, in power in Nagorno-Karabakh for 10 years, was re-elected as de-facto president. Sahakyan was officially re-elected for a transitional period of three years until a new constitution, adopted in a February referendum, but he is expected to run again then.",,,,,,,#003e51,,,,,,,,
2017,7,21,,2017,8,23,,21 July-23 August 2017,"Putin hosts Aliyev in July, Sargasyan in August in Sochi",Russian President Vladimir Putin hosted Azerbaijani President Ilham Aliyev in Sochi on July 21 and Armenian President Serzh Sargsyan on August 23 for talks on the Nagorno-Karabakh conflict.,,,,,,,#003e51,,,,,,,,
2017,9,1,,,,,,1 September 2017,Sargasyan inaugurates second road linking Armenia to NK,"Armenian President Serzh Sargasyan and de-facto leader Sahakyan attended the opening of the Vardenis-Martakert highway, a second road connecting Nagorno-Karabakh with Armenia. The project was financed by Armenian diaspora foundations.",,,,,,,#003e51,,,,,,,,
2017,9,19,,,,,,19 September 2017,Armenia and Azerbaijan trade barbs at UN,"At the UN General Assembly, Armenian President Serzh Sargsyan accused Azerbaijan of committing “war crimes” against civilians during the April 2016 escalation, while Azerbaijani President accused Armenia of committing “war crimes” during the 1992-1994 war, including against civilians in Khojaly.",,,,,,,#003e51,,,,,,,,
2017,9,23,,,,,,23 September 2017,Armenian and Azerbaijani FMs meet ahead of peace summit,"The Co-Chairs of the OSCE Minsk Group met with the foreign minister of Armenia and Azerbaijan on 22-23 September on the sidelines of the UN General Assembly to discuss ways to reinvigorate the negotiation process and a potential summit between their presidents. A day earlier, on September 21, Armenian Foreign Minister Edward Nalbandian met with Russian Foreign Minister Sergey Lavrov.",,,,,,,#003e51,,,,,,,,
2017,9,25,,,,,,25 September 2017,Opposition politician Mayilyan named de facto NK FM,"Masis Mayilyan, a former opposition candidate of the de facto president of Nagorno-Karabakh became Foreign Minister of the de facto Nagorno-Karabakh republic.",,,,,,,#003e51,,,,,,,,
2017,10,6,,2017,10,7,,6-7 October 2017,Armenian and Azerbaijani leaders to ready for summit,The OSCE Minsk Group met with Armenian President Serzh Sargsyan and Azerbaijani President Ilham Aliyev to help finalise the preparations for their upcoming summit.,,,,,,,#003e51,,,,,,,,
2017,10,12,,,,,,12 October 2017,Russia seals $100-million arms deal with Armenia,Russia extended Armenia a $100-million loan to buy Russian arms. ,,,,,,,#003e51,,,,,,,,
2017,10,16,,,,,,16 October 2017,Armenian and Azerbaijani leaders hold first summit in over a year,"Azerbaijan and Armenia's presidents held their first summit in over a year in Geneva. ""They agreed to take measures to intensify the negotiation process and to take additional steps to reduce tensions on the Line of Contact"", the OSCE Minsk Group Co-Chairs said in a statement welcoming the talks.",https://icg-prod.s3.amazonaws.com/NKVE_2017_Oct_16.jpg,Office to the President of Armenia,,https://icg-prod.s3.amazonaws.com/NKVE_2017_Oct_16.jpg,,,#003e51,,,,,,,,
2017,10,20,,,,,,20 October 2017,Aliyev accuses Armenia of destroying mosques,"Azerbaijani President Ilham Aliyev accused Armenia of destroying mosques and religious monuments in and around Nagorno-Karabakh, casting the conflict as a fight against Islamophobia in an appeal for sympathy and solidarity at a meeting of the the Developing-8 Organization for Economic Cooperation, which brings together developing nations including Bangladesh, Egypt, Nigeria, Indonesia, Iran, Malaysia, Pakistan, and Turkey.",,,,,,,#003e51,,,,,,,,
2017,10,31,,,,,,31 October 2017,"Erdoğan: NK is an ""open wound"" for Turkey","Turkish President Recep Tayyip Erdoğan called for Armenia to end its ""occupation"" of Nagorno-Karabakh on a visit to Baku, saying the issue was ""an open wound for Turkey"". ",,,,,,,#003e51,,,,,,,,
2017,11,8,,,,,,8 November 2017,Protest break out over new Armenian mandatory army service,"Dozens of young people took to the streets to protest a new defence mnistry's bill that introduced a mandatory army service with no suspension for students. The National Assembly passed the bill despite initial promise to negotiate with protesters, who demonstrated throughout the month. It calls for all male citizens to either sign up for three years of service or be drafted into the military upon turning 18.",,,,,,,#003e51,,,,,,,,
2017,11,14,,,,,,14 November 2017,"Aliyev: NK cannot become a ""second Armenian state""","President Ilham Aliyev said Azerbaijan would never accept a resolution of the conflict that does not respect the country's territorial integrity. ""We can never allow the second Armenian state to be established in our historical lands"", he said. ""The sovereignty and territorial integrity of Azerbaijan should be restored. This is a principled position"".",,,,,,,#003e51,,,,,,,,
2017,11,14,,2017,11,16,,14-16 November 2017,Armenian and Azerbaijani FMs meet in Moscow,The Co-Chairs of the OSCE Minsk Group met separately with Armenia's Foreign Minister Edward Nalbandian and Azerbaijan's Foreign Minister Elmar Mammadyarov in Moscow over two days. They discussed steps toward implementing the agreements reached during their Geneva summit on 16 October 2017.,,,,,,,#003e51,,,,,,,,
2017,11,20,,,,,,20 November 2017,Lavrov visits Baku and Yerevan for talks on NK,Russian Foreign Minister Sergey Lavrov met with his Azerbaijani counterpart in Baku. They hailed the revival and intensification of negotiations on Nagorno-Karabakh. Lavrov then headed to Yerevan to meet with Armenia's foreign minister.,,,,,,,#003e51,,,,,,,,
2017,11,24,,,,,,24 November 2017,EU signs new partnership accord with Armenia,The EU signed the Comprehensive and Enhanced Partnership Agreement (CEPA) with Armenia. Foreign Minister Edward Nalbandian underscored the importance of EU's support to the Nagorno-Karabakh peace process. ,,,,,,,#003e51,,,,,,,,
2017,12,1,,,,,,1 December 2017,"Aliyev meets IDPs, Sargsyan visits NK","Azerbaijani President Ilham Aliyev met with people displaced by the Nagorno-Karabakh conflict on November 28, saying ""the whole world knows that Nagorno-Karabakh is a historical Azerbaijani land, and Armenians were resettled in these territories in the 19th century”. 
Armenian President Serzh Sargsyan met with de-facto defence ministers and high-ranking military officials in Nagorno-Karabakh.",,,,,,,#003e51,,,,,,,,
2017,12,6,,,,,,6 December 2017,"U.S., France and Russia call for compromise over NK","The Foreign Ministers of France, Russia and the U.S. met with their Armenian and Azerbaijani counterparts. The three OSCE Minsk Group mediators jointly welcomed the resumption of high-level dialogue between Armenia and Azerbaijan and called on both sides to redouble their efforts at finding compromise solutions. ""Further delays will only complicate the situation and could call into question the commitment of the parties to reach a lasting agreement"", the three nations said in a statement.",,,,,,,#003e51,,,,,,,,
2017,12,16,,,,,,16 December 2017,Armenia criticises Turkish comments on NK,"Armenia criticised Turkey for siding with Azerbaijan and linking efforts to smooth Armenian-Turkish relations to the Nagorno-Karabakh conflict. ""Ankara doesn’t shy away to voice once again its preconditions"", the foreign ministry said in a statement.",,,,,,,#003e51,,,,,,,,
2018,1,15,,,,,,15 January 2018,Lavrov: peace must come step by step,Russian Foreign Minister Sergey Lavrov said both parties to the conflict had received all peace proposals and it is up to them to decide how to proceed. He said the resolution should be a step by step process and reflect the issue of Nagorno-Karabakh's status. He also called for additional measures to sustain calm along the front lines.   ,https://icg-prod.s3.amazonaws.com/NKVE_2018_Jan_15(1)_0.jpg,Foreign Ministry of Russia,,https://icg-prod.s3.amazonaws.com/NKVE_2018_Jan_15(1)_0.jpg,,,#003e51,,,,,,,,
2018,1,18,,,,,,18 January 2018,FMs meet in Krakow,"According to an Organization for Security and Co-operation in Europe (OSCE) Minsk Group Co-Chairs press statement, Armenia's Foreign Minister Edward Nalbandian and Azerbaijan's Foreign Minister Elmar Mammadyarov agreed in principle on a concept paper expanding the Office of the Personal Representative of the OSCE Chairperson-in-Office’s staff.  The ministers and Co-Chairs also exchanged views on the current working proposals’ core issues. The Co-Chairs called for trust-building measures and indicated to the ministers their interest in discussing a follow-up to the 2010 assessment mission to territories affected by the conflict.",,,,,,,#003e51,,,,,,,,
2018,1,24,,,,,,24 January 2018,Sargsyan pledges full support for NK,"President Serzh Sargsyan confirmed Armenia's readiness to protect Nagorno-Karabakh residents. ""Armenia will continue to provide full support (for Nagorno-Karabakh)"", Sargsyan said at the Parliamentary Assembly of the Council of Europe's (PACE’s) Winter session after meeting Thorbjørn Jagland, the secretary general of the Council of Europe, adding: ""As the Secretary General of the Council of Europe has rightly noted, there must be no grey zones in Europe when it comes to the protection of human rights"".",,,,,,,#003e51,,,,,,,,
2018,2,1,,,,,,1 February 2018,"Azerbaijani MP mulls ""occupation law"" pressuring Armenia",Ruling party member Rovshan Rzayev called for the Azerbaijani parliament to pressure Armenia by drafting a law on disputed land.,,,,,,,#003e51,,,,,,,,
2018,2,,,,,,,5 February 2018,Azerbaijan announces early presidential elections,President Aliyev announced early presidential elections.,,,,,,,#003e51,,,,,,,,
2018,2,8,,,,,,8 February 2018,Aliyev claims Yerevan Azerbaijan's “historical land”,"Azerbaijani President Ilham Aliyev told the ruling New Azerbaijan Party’s 6th Congress that Armenia’s capital, Yerevan, and some Armenian regions are Azerbaijan’s historical lands and that “… we, the Azerbaijanis, must return to these historical lands”.",https://icg-prod.s3.amazonaws.com/NKVE_2018_Feb_8.jpg,Office to the President of Azerbaijan,,https://icg-prod.s3.amazonaws.com/NKVE_2018_Feb_8.jpg,,,#003e51,,,,,,,,
2018,2,7,,2018,2,11,,7-11 February 2018,Co-Chairs visit region,The Minsk Group Co-Chairs met the presidents of Armenia and Azerbaijan and the leader of the de facto Nagorno-Karabakh entity but did not reach an agreement on the expansion of the Office of the Personal Representative of the OSCE Chairman-in-Office.,,,,,,,#003e51,,,,,,,,
2018,2,9,,,,,,9 February 2018,Azerbaijani FM advocates reduced EU-NK contact,"Foreign Minister Elmar Mammadyarov denounced de facto officials’ EU visits and the visits of EU citizens to Nagorno-Karabakh. At the 15th Azerbaijan-EU Cooperation Council meeting, he raised concerns about the involvement of EU citizens in the ""illegal"" economic activities in the Nagorno-Karabakh conflict zone.",,,,,,,#003e51,,,,,,,,
2018,3,1,,,,,,1 March 2018,Sargsyan scraps protocols to normalise ties with Turkey,"Armenian President Serzh Sargsyan scrapped aggreements with Turkey aimed at normalizing relations between the bitter regional rivals. Foreign Minister Edward Nalbandian said Armenia was not ready to accept Turkey's statements on the Nagorno-Karabakh conflict. The two protocols, signed by the Armenian and Turkish foreign ministers in 2009, would have reestablished diplomatic relations and reopened the border between the two.",,,,,,,#003e51,,,,,,,,
2018,3,2,,,,,,2 March 2018,Sarkissian elected Armenian president,"Armen Sarkissian elected the new president of Armenia, to take up his post in early April.",,,,,,,#003e51,,,,,,,,
2018,3,14,,,,,,14 March 2018,De facto NK leader makes first U.S. visit in decade,"Bako Sahakyan, Nagorno-Karabakh’s de facto leader, visited Washington for the first time in nearly a decade for meetings at congress.",,,,,,,#003e51,,,,,,,,
